drinkID	przepNo	przepOpis	przepOpcja
nosferatu	6	Przelej po odwróconej łyżce delikatnie tak, by utworzyć warstwę.	0
novemberrain	1	Wyciśnij cytrynę i wrzuć do szklanki.	0
novemberrain	2	Dodaj miętę i ugnieć.	0
novemberrain	3	Dodaj wódkę, kostki lodu.	0
novemberrain	4	Uzupełnij Coca Colą.	0
oceanside	1	Wsyp lód do shakera.	0
oceanside	2	Wlej wszystkie składniki do shakera.	0
oceanside	3	Wstrząśnij.	0
oceanside	4	Przecedź do szklanki wypełnionej lodem.	0
oldcuban	1	Wsyp lód do shakera.	0
oldcuban	2	Wlej wszystkie składniki oprócz wina do shakera.	0
oldcuban	3	Dobrze wstrząśnij.	0
oldcuban	4	Przecedź do schłodzonej szklanki koktajlowej.	0
oldcuban	5	Dopełnij winem musującym.	0
oldcuban	6	Ozdób gałązkami mięty.	0
oldfashioned	1	Umieść kostkę cukru w szklance typu old fashioned.	0
oldfashioned	2	Nasącz cukier bittersami.	0
oldfashioned	3	Dodaj kilka kropli wody.	0
oldfashioned	4	Utłucz, aż cukier się rozpuści.	0
oldfashioned	5	Napełnij szklankę kostkami lodu.	0
oldfashioned	6	Dodaj whiskey.	0
oldfashioned	7	Delikatnie wymieszaj.	0
oldfashioned	8	Ozdób plasterkiem pomarańczy, skórką lub wiśnią koktajlową.	0
oldfield	1	Wsyp lód do shakera.	0
oldfield	2	Wlej wszystkie składniki do shakera.	0
oldfield	3	Wstrząśnij.	0
oldfield	4	Przecedź do szklanki wypełnionej lodem.	0
oldfield	5	Dodaj kawałek cytryny	0
oneofus	1	Wrzuć do szklanki pomarańczę pokrojoną w połówki plasterków i wlej syrop malinowy.	0
oneofus	2	Ugnieć.	0
oneofus	3	Wlej rum.	0
oneofus	4	Wsyp kruszony lód.	0
oneofus	5	Delikatnie zamieszaj łyżką.	0
oneofus	6	Uzupełnij Spritem.	0
oneonone	1	Wsyp lód do shakera.	0
oneonone	2	Wlej wszystkie składniki do shakera.	0
oneonone	3	Wstrząśnij.	0
oneonone	4	Przecedź do trzech kieliszków po 50 ml.	0
palmbay	1	Wsyp lód do shakera.	0
palmbay	2	Wlej wszystkie składniki do shakera.	0
palmbay	3	Wstrząśnij.	0
palmbay	4	Przecedź do szklanki wypełnionej lodem.	0
paloma	1	Wlej tequilę do szklanki typu highball.	0
paloma	2	Wyciśnij sok z limonki.	0
paloma	3	Dodaj lód i sól.	0
paloma	4	Dopełnij grapefruitową wodą sodową.	0
paloma	5	Delikatnie wymieszaj.	0
paloma	6	Ozdób plasterkiem limonki.	0
paperplane	1	Wsyp lód do shakera.	0
paperplane	2	Wlej wszystkie składniki.	0
paperplane	3	Dobrze wstrząśnij.	0
paperplane	4	Odcedź do schłodzonej szklanki koktajlowej.	0
paradise	1	Wsyp lód do shakera.	0
paradise	2	Wlej wszystkie składniki.	0
paradise	3	Dobrze wstrząśnij.	0
paradise	4	Odcedź do schłodzonej szklanki koktajlowej.	0
paradisecity	1	Wlej 120 ml. soku pomarańczowego i likier curacao do shakera bez lodu.	0
paradisecity	2	Wstrząśnij.	0
paradisecity	3	Przecedź do szklanki wypełnionej lodem.	0
paradisecity	4	Wlej wódkę, sok z cytryny i 150 ml. soku pomarańczowego do shakera bez lodu.	0
paradisecity	5	Wstrząśnij.	0
paradisecity	6	Po odwróconej łyżce wlej delikatnie by utworzyć drugą warstwę.	0
parttimelover	1	Wsyp lód do shakera.	0
parttimelover	2	Wódkę, grenadynę i sok grejpfrutowy wlej do shakera	0
parttimelover	3	Wstrząśnij	0
penicillin	1	Utlucz świeży imbir w shakerze.	0
penicillin	2	Dodaj pozostałe składniki oprócz whisky.	0
penicillin	3	Napełnij shaker lodem.	0
penicillin	4	Wstrząśnij.	0
penicillin	5	Wsyp lód do szklanki typu old fashioned.	0
penicillin	6	Przecedź dwukrotnie do schłodzonej szklanki.	0
penicillin	7	Delikatnie wlej whisky na wierzch.	0
penicillin	8	Ozdób kandyzowanym imbirem.	0
pigwowekamikaze	1	Wsyp lód do shakera.	0
pigwowekamikaze	2	Wlej wszystkie składniki do shakera.	0
pigwowekamikaze	3	Wstrząśnij.	0
pigwowekamikaze	4	Przecedź do 3 kieliszków 40ml.	0
pinacolada	1	Zblenduj wszystkie składniki z lodem w blenderze elektrycznym.	0
pinacolada	2	Wlej całą zawartość do dużej szklanki.	0
pinacolada	3	Podawaj ze słomkami.	0
pinacolada	4	Ozdób plasterkiem ananasa i wiśnią koktajlową.	0
piscosour	1	Wsyp lód do shakera.	0
piscosour	2	Wlej wszystkie składniki.	0
piscosour	3	Wstrząśnij	0
piscosour	4	Przecedź do schłodzonej szklanki typu goblet.	0
piscosour	5	Dodaj kilka kropli bittersa Amargo na wierzch jako aromatyczną ozdobę.	0
planterspunch	1	Wlej wszystkie składniki bezpośrednio do szklanki.	0
planterspunch	2	Ozdób skórką pomarańczy.	0
portoflip	1	Wsyp lód do shakera.	0
portoflip	2	Wlej wszystkie składniki.	0
portoflip	3	Dobrze wstrząśnij.	0
portoflip	4	Odcedź do schłodzonej szklanki koktajlowej.	0
portoflip	5	Posyp świeżo mielonym gałką muszkatołową.	0
privatedancer	1	Wsyp lód do shakera.	0
privatedancer	2	Wlej wódkę, likier i sok z cytryny do shakera.	0
privatedancer	3	Przecedź do szklanki wypełnionej lodem.	0
privatedancer	4	Dopełnij Spritem.	0
puccini	1	Wsyp lód do szklanicy barmańskiej.	0
puccini	2	Wlej puree brzoskwiniowe oraz proseco.	0
puccini	3	Delikatnie wymieszaj.	0
puccini	4	Przelej do schłodzonego kieliszka do szampana.	0
ramosfizz	1	Wsyp lód do shakera.	0
ramosfizz	2	Wlej wszystkie składniki, oprócz wody sodowej, do shakera	0
ramosfizz	3	Wstrząśnij przez dwie minuty.	0
ramosfizz	4	Przecedź dwukrotnie do szklanki.	0
ramosfizz	5	Wlej napój z powrotem do shakera i wstrząśnij mocno bez lodu przez minutę.	0
ramosfizz	6	Przecedź do szklanki typu highball	0
ramosfizz	7	Dopełnij wodą sodową.	0
readyornot	1	Wsyp lód do shakera.	0
readyornot	2	Wlej rum i malibou do shakera.	0
readyornot	3	Wstrząśnij.	0
readyornot	4	Przecedź do kieliszków.	0
readyornot	5	Do każdego kieliszka dodaj kilka kropli syropu curacao.	0
redfruitmojito	1	Pokrój limonkę na 6 części.	0
redfruitmojito	2	Wrzuć do szklanki, zasyp cukrem, dodaj pestki granatu.	0
redfruitmojito	3	Ugnieć.	0
redfruitmojito	4	Dodaj listki mięty oraz truskawki podzielone na 4 części.	0
redfruitmojito	5	Ugnieć.	0
redfruitmojito	6	Dodaj rum i lód kruszony.	0
redfruitmojito	7	Delikatnie zamieszaj łyżką.	0
redfruitmojito	8	Uzupełnij Spritem.	0
renegat	1	Wsyp lód do shakera.	0
renegat	2	Wszystkie składniki wlej do shakera.	0
renegat	3	Wstrząśnij.	0
renegat	4	Przecedź do szklanki wypełnionej lodem.	0
riverside	1	Wsyp lód do shakera.	0
riverside	2	Wlej wszystkie składniki do shakera.	0
riverside	3	Wstrząśnij.	0
riverside	4	Przecedź do szklanki wypełnionej lodem.	0
rossini	1	Wsyp lód do szklanicy barmańskiej.	0
rossini	2	Wlej puree brzoskwiniowe oraz proseco.	0
rossini	3	Delikatnie wymieszaj.	0
rossini	4	Przelej do schłodzonego kieliszka do szampana.	0
runawaytrain	1	Wlej vermouth, sok pomarańczowy oraz syrop cukrowy do shakera - bez lodu.	0
runawaytrain	2	Wstrząśnij.	0
runawaytrain	3	Przecedź do szklanki wypełnionej lodem.	0
runawaytrain	4	Wlej do shakera likier curacao oraz sok cytrynowy.	0
runawaytrain	5	Po odwróconej łyżce wlewam delikatnie tak by utworzyć drugą warstwę zawartość shakera.	0
russianspringpunch	1	Wsyp lód do shakera.	0
russianspringpunch	2	Wlej wszystkie składniki. oprócz wina musującego do shakera.	0
russianspringpunch	3	Dobrze wstrząśnij.	0
russianspringpunch	4	Wsyp lód do wysokiej szklanki typu tumbler.	0
russianspringpunch	5	Przecedź do schłodzonej szklanki typu tumbler.	0
russianspringpunch	6	Dopełnij winem musującym.	0
russianspringpunch	7	Ozdób jeżynami	0
rustynail	1	Wsyp lód do szklanki old fashioned.	0
rustynail	2	Wlej wszystkie składniki do szklanki.	0
rustynail	3	Delikatnie wymieszaj.	0
rustynail	4	Ozdób skórką cytryny.	0
sambadejaneiro	1	Dodaj lód, likier Curacao i sok z grefpfrua do shakera	0
sambadejaneiro	2	Wstrząśnij	0
sambadejaneiro	3	Przecedź do szklanki	0
sambadejaneiro	4	Delikatnie dolej wódkę	0
sambadejaneiro	5	Dopełnij sokiem pomarańczowym	0
satisfaction	1	Wsyp lód do shakera.	0
satisfaction	2	Wlej wszystkie składniki do shakera.	0
satisfaction	3	Wstrząśnij.	0
satisfaction	4	Przecedź do szklanki wypełnionej lodem.	0
sazerac	1	Opłucz schłodzoną szklankę typu old-fashioned absyntem.	0
sazerac	2	Dodaj kruszony lód i odstaw na bok.	0
sazerac	3	Wymieszaj pozostałe składniki z lodem w bramańskiej.	0
sazerac	4	Wylej lód i nadmiar absyntu z przygotowanej szklanki.	0
sazerac	5	Przecedź wymieszany napój do szklanki.	0
sazerac	6	Ozdób skórką cytryny.	0
seabreeze	1	Wsyp lód do szklanki highball.	0
seabreeze	2	Wlej wszystkie składniki do szklanki.	0
seabreeze	3	Ozdób skórką pomarańczy i wiśnią.	0
sexonthebeach	1	Wsyp lód do szklanki highball.	0
sexonthebeach	2	Wlej wszystkie składniki do szklanki.	0
sexonthebeach	3	Ozdób połową plasterka pomarańczy.	0
sidecar	1	Wsyp lód do shakera.	0
sidecar	2	Wlej wszystkie składniki.	0
sidecar	3	Dobrze wstrząśnij.	0
sidecar	4	Odcedź do schłodzonej szklanki koktajlowej.	0
sincity	1	Wsyp lód do shakera.	0
sincity	2	Wlej wszystkie składniki do shakera.	0
sincity	3	Wstrząśnij.	0
sincity	4	Przecedź do kieliszka.	0
singaporesling	1	Wsyp lód do shakera.	0
singaporesling	2	Wlej wszystkie składniki.	0
singaporesling	3	Dobrze wstrząśnij.	0
singaporesling	4	Przecedź do szklanki Hurricane.	0
singaporesling	5	Ozdób ananasem i wiśnią maraschino.	0
slonecznypatrol	1	Wsyp lód do shakera.	0
slonecznypatrol	2	Wlej wszystko oprócz grenadyny do shakera.	0
slonecznypatrol	3	Wstrząśnij.	0
slonecznypatrol	4	Przecedź do szklanki wypełnionej lodem.	0
slonecznypatrol	5	Dodaj powoli grenadynę.	0
smellsliketeenspirit	1	Wsyp lód do shakera.	0
smellsliketeenspirit	2	Wlej wszystkie składniki do shakera.	0
smellsliketeenspirit	3	Wstrząśnij.	0
smellsliketeenspirit	4	Przecedź do szklanki wypełnionej lodem.	0
smoothcriminal	1	Rozgnieć brzoskwinię i miętę w szklance.	0
smoothcriminal	2	Dodaj lód kruszony i wódkę.	0
smoothcriminal	3	Zamieszaj delikatnie łyżką.	0
smoothcriminal	4	Uzupełnij Spritem.	0
southpark	1	Wsyp lód do shakera.	0
southpark	2	Wlej wszystkie składniki do shakera.	0
southpark	3	Wstrząśnij.	0
southpark	4	Przecedź do szklanki wypełnionej lodem.	0
southside	1	Wsyp lód do shakera.	0
southside	2	Wlej wszystkie składniki.	0
southside	3	Dobrze wstrząśnij.	0
southside	4	Odcedź dwukrotnie do schłodzonej szklanki koktajlowej.	0
southside	5	Ozdób gałązkami mięty.	0
spicyfifty	1	Wsyp lód do shakera.	0
spicyfifty	2	Wlej wszystkie składniki.	0
spicyfifty	3	Dobrze wstrząśnij.	0
spicyfifty	4	Przecedź dwukrotnie do schłodzonej szklanki koktajlowej.	0
spicyfifty	5	Ozdób czerwoną papryczką chili.	0
spritz	1	Wsyp lód do kieliszka do wina.	0
spritz	2	Dodaj wszystkie składniki do kieliszka.	0
spritz	3	Delikatnie wymieszaj.	0
spritz	4	Ozdób plasterkiem pomarańczy.	0
standbyme	1	Wsyp lód do shakera.	0
standbyme	2	Wlej wszystkie składniki do shakera.	0
standbyme	3	Wstrząśnij.	0
standbyme	4	Przecedź do szklanki.	0
stepbystep	1	Wrzuć do szklanki pokrojoną w połówki plasterków pomarańczę.	0
stepbystep	2	Wlej syrop oraz wódkę.	0
stepbystep	3	Rozgnieć pomarańczę.	0
stepbystep	4	Dodaj kostki lodu.	0
stepbystep	5	Uzupełnij tonikiem.	0
stinger	1	Wsyp lód do szklanicy barmańskiej.	0
stinger	2	Wlej wszystkie składniki do szklanki	0
stinger	3	Dobrze wymieszaj	0
stinger	4	Przecedź do schłodzonego kieliszka martini.	0
streetsofphiladelphia	1	Wsyp lód do shakera.	0
streetsofphiladelphia	2	Wlej wszystkie składniki oprócz toniku do shakera.	0
streetsofphiladelphia	3	Energicznie wstrząśnij.	0
streetsofphiladelphia	4	Przecedź do szklanki wypełnionej lodem.	0
streetsofphiladelphia	5	Uzupełnij tonikiem.	0
sufferingbastard	1	Wsyp lód do shakera.	0
sufferingbastard	2	Wlej wszystkie składniki oprócz piwa imbirowego do shakera	0
sufferingbastard	3	Dobrze wstrząśnij.	0
sufferingbastard	4	Wlej nieprzecedzony napój do szklanki typu Collins.	0
sufferingbastard	5	Dopełnij piwem imbirowym.	0
sufferingbastard	6	Ozdób gałązkami mięty.	0
summerjam	1	Truskawki pokrój i wrzuć do szklanki.	0
summerjam	2	Dolej malibou.	0
summerjam	3	Ugnieć.	0
summerjam	4	Dodaj sok z cytryny oraz kostki lodu.	0
summerjam	5	Uzupełnij sokiem pomarańczowym.	0
tearsinheaven	1	Wrzuć do szklanki ćwiartkę limonki oraz bazylię i likier curacao.	0
tearsinheaven	2	Ugnieć.	0
tearsinheaven	3	Dodaj lód.	0
tearsinheaven	4	Wymieszaj.	0
tearsinheaven	5	Uzupełnij tonikiem.	0
tequilasunrise	1	Wsyp lód do szklanki highball.	0
tequilasunrise	2	Wlej tequilę i sok pomarańczowy do szklanki.	0
tequilasunrise	3	Dodaj grenadynę, aby uzyskać efekt chromatyczny (sunrise), nie mieszaj.	0
tequilasunrise	4	Ozdób połową plasterka pomarańczy lub skórką pomarańczy.	0
terazpolska	1	Do kieliszka wlej syrop malinowy	0
terazpolska	2	Po odwróconej łyżce wlej wódkę	0
terazpolska	3	Dodaj kilka kropli soku z cytryny	0
thetimeofmylife	1	Wsyp lód do shakera.	0
thetimeofmylife	2	Wlej wszystkie składniki do shakera.	0
thetimeofmylife	3	Wstrząśnij.	0
thetimeofmylife	4	Przecedź do szklanki wypełnionej lodem.	0
tintoretto	1	Wsyp lód do szklanicy barmańskiej.	0
tintoretto	2	Wlej puree brzoskwiniowe oraz proseco.	0
tintoretto	3	Delikatnie wymieszaj.	0
tintoretto	4	Przelej do schłodzonego kieliszka do szampana.	0
tipperary	1	Wsyp lód do szklanicy barmańskiej.	0
tipperary	2	Wlej wszystkie składniki do szklanicy.	0
tipperary	3	Dobrze wymieszaj.	0
tipperary	4	Odcedź do schłodzonej kieliszka martini.	0
tipperary	5	Ozdób plasterkiem pomarańczy.	0
tommysmargarita	1	Wsyp lód do shakera.	0
tommysmargarita	2	Wlej wszystkie składniki.	0
tommysmargarita	3	Dobrze wstrząśnij.	0
tommysmargarita	4	Odcedź do schłodzonej szklanki typu rocks wypełnionej lodem.	0
tommysmargarita	5	Ozdób plasterkiem limonki.	0
touchme	1	Wsyp lód do shakera.	0
touchme	2	Wlej wszystkie składniki oprócz Sprite do shakera.	0
touchme	3	Energicznie wstrząśnij.	0
touchme	4	Przecedź do szklanki wypełnionej lodem.	0
touchme	5	Uzupełnij Spritem.	0
touchme	6	Wrzuć pół plasterka pomarańczy.	0
toysoldier	1	Wsyp lód do shakera.	0
toysoldier	2	Wlej wszystkie składniki do shakera.	0
toysoldier	3	Wstrząśnij.	0
toysoldier	4	Przecedź do szklanki wypełnionej lodem.	0
trinidadsour	1	Wsyp lód do shakera.	0
trinidadsour	2	Wlej wszystkie składniki.	0
trinidadsour	3	Dobrze wstrząśnij.	0
trinidadsour	4	Odcedź do schłodzonej szklanki koktajlowej.	0
tuxedo	1	Wsyp lód do szklanicy barmańskiej.	0
tuxedo	2	Wlej wszystkie składniki do szklanicy.	0
tuxedo	3	Dobrze wymieszaj.	0
tuxedo	4	Odcedź do schłodzonej kieliszka martini.	0
tuxedo	5	Ozdób wiśnią i skórką cytryny.	0
twinpeaks	1	Wsyp lód do shakera.	0
twinpeaks	2	Wlej gin i sok grejpfruitowy do shakera.	0
twinpeaks	3	Wstrząśnij.	0
twinpeaks	4	Wlej do każdego kieliszka syrop curacao.	0
twinpeaks	5	Uzupełnij kieliszki zawartością shakera.	0
twoprincess	1	Wsyp lód do shakera.	0
twoprincess	2	Wlej wszystkie składniki oprócz wody sodowej do shakera.	0
twoprincess	3	Wstrząśnij.	0
twoprincess	4	Przecedź do szklanki z lodem.	0
twoprincess	5	Dopełnij wodą gazowaną.	0
underthebridge	1	Wsyp lód do shakera.	0
underthebridge	2	Wlej wszystkie składniki oprócz Coli do shakera.	0
underthebridge	3	Energicznie wstrząśnij.	0
underthebridge	4	Przecedź do szklanki wypełnionej lodem.	0
underthebridge	5	Uzupełnij Coca Colą.	0
underthebridge	6	Wrzuć plasterek cytryny.	0
upiorwoperze	1	Wsyp lód do shakera.	0
upiorwoperze	2	Wlej wszystkie składniki do shakera.	0
upiorwoperze	3	Wstrząśnij.	0
upiorwoperze	4	Przecedź do szklanki wypełnionej lodem.	0
vento	1	Wsyp lód do shakera.	0
vento	2	Wlej wszystkie składniki.	0
vento	3	Energicznie wstrząśnij.	0
vento	4	Napenij szklankę tumbler lodem	0
vento	5	Przecedź do szklalnki.	0
vento	6	Udekoruj skórką cytryny i białymi winogronami.	0
vesper	1	Wsyp lód do shakera.	0
vesper	2	Wlej wszystkie składniki.	0
vesper	3	Wstrząśnij.	0
vesper	4	Odcedź do schłodzonej szklanki koktajlowej.	0
vesper	5	Udekoruj skórką cytryny.	0
vieuxcarre	1	Wsyp lód do szklanicy bramańskiej.	0
vieuxcarre	2	Wlej wszystkie składniki.	0
vieuxcarre	3	Mieszaj dokładnie.	0
vieuxcarre	4	Przecedź do schłodzonego kieliszka koktajlowego.	0
vieuxcarre	5	Udekoruj skórką pomarańczy i wisienką maraschino.	0
viper	1	Wsyp lód do shakera.	0
viper	2	Wlej wszystkie składniki do shakera.	0
viper	3	Wstrząśnij.	0
viper	4	Przecedź do szklanki wypełnionej lodem.	0
wakabayashi	1	Wsyp lód do shakera.	0
wakabayashi	2	Wlej wszystkie składniki do shakera.	0
wakabayashi	3	Wstrząśnij.	0
wakabayashi	4	Przecedź do kieliszka.	0
walkoflife	1	Wsyp lód do shakera.	0
walkoflife	2	Wlej wódkę, syrop malinowy i sok wiśniowy do shakera.	0
walkoflife	3	Wstrząśnij.	0
walkoflife	4	Przecedź do szklanki wypełnionej lodem.	0
walkoflife	5	Uzupełnij tonikiem.	0
whiskeysour	1	Wsyp lód do shakera.	0
whiskeysour	2	Wlej wszystkie składniki.	0
whiskeysour	3	Dobrze wstrząśnij.	0
whiskeysour	4	Przecedź do kieliszka typu cobbler.	0
whiskeysour	5	Jeśli podawane "On the rocks", przecedź składniki do kieliszka typu old fashioned wypełnionego lodem.	0
whiskeysour	6	Udekoruj połową plasterka pomarańczy i wisienką maraschino.	0
whitelady	1	Wsyp lód do shakera.	0
whitelady	2	Wlej wszystkie składniki.	0
whitelady	3	Dobrze wstrząśnij.	0
whitelady	4	Odcedź do schłodzonej szklanki koktajlowej.	0
whiterussian	1	Wsyp lód do szklanki typu old fashioned	0
whiterussian	2	Wlej składniki do szklanki.	0
whiterussian	3	Delikatnie wymieszaj.	0
whiterussian	4	Na wierzcchu dodaj świeżej śmietany i delikatnie zamieszaj.	0
windofchange	1	Wsyp lód do shakera.	0
windofchange	2	Wlej wszystkie składniki do shakera.	0
windofchange	3	Wstrząśnij.	0
windofchange	4	Przecedź do szklanki wypełnionej lodem.	0
wscieklypies	1	Wlej do kieliszka sok malinowy	0
wscieklypies	2	Dolej wódkę	0
wscieklypies	3	Dodaj kilka kropli tabasco	0
yattaman	1	Wlej wódkę i sok z cytryny do szklanki.	0
yattaman	2	Wrzuć kawałki cytryny do szklanki.	0
yattaman	3	Dodaj kilka kostek lodu.	0
yattaman	4	Uzupełnij Coca Colą.	0
yellowbird	1	Wsyp lód do shakera.	0
yellowbird	2	Wlej wszystkie składniki.	0
yellowbird	3	Dobrze wstrząśnij.	0
yellowbird	4	Odcedź do schłodzonej szklanki koktajlowej.	0
zabojczabron	1	Wlej wódkę i dodaj pestki granatu do szklanki.	0
zabojczabron	2	Ugnieć.	0
zabojczabron	3	Dodaj lód.	0
zabojczabron	4	Uzupełnij sokiem z mango.	0
zabojczynumer	2	Wsyp lód do shakera.	0
zabojczynumer	3	Wlej gin oraz sok pomarańczowy do shakera.	0
zabojczynumer	4	Dodaj kilka kropli syropu curacao tak by zmienić kolor na zielony.	0
zabojczynumer	5	Wstrząśnij.	0
zabojczynumer	6	Przecedź do kieliszka.	0
zartropikow	1	Wypełnij szklankę kostkami lodu.	0
zartropikow	2	Wlej na dno grenadynę.	0
zartropikow	3	Delikatnie po odwróconej łyżce  wlej sok pomarańczowy.	0
zartropikow	4	Do shakera wlej rum oraz blue curacao - bez lodu.	0
zartropikow	5	Wstrząśnij.	0
zartropikow	6	Po odwróconej łyżce wlej delikatnie by utworzyć trzecią warstwę.	0
zombie	1	Dodaj 170g. kruszonego lodu do blendera.	0
zombie	2	Dodaj wszystkie składniki.	0
zombie	3	Za pomocą przycisku pulsacji miksuj przez kilka sekund.	0
zombie	4	Podawaj w wysokim szklance typu tumbler.	0
zombie	5	Udekoruj liśćmi mięty.	0
armageddon	7	Udekoruj pomarańczą.	1
aviation	5	Udekoruj wiśnia maraschino.	1
b52	4	Możesz drink podpalić zapalniczką i wypić przez słomkę.	1
barracuda	7	Udekoruj ananasem i wiśnią.	1
barracuda	8	Wrzuć gałązkę mięty dla dodatkowego aromatu.	1
beesknees	6	Udekoruj skórką cytryny lub pomarańczy.	1
bemylover	9	Udekoruj plasterkiem kiwi.	1
bluepinacolada	4	Udekoruj ananasem.	1
boombastic	6	Udekoruj miętą.	1
boulevardier	6	Ozdób skórką cytrynową.	1
bramble	7	Ozdób plasterkiem cytryny i jeżynami.	1
caipirinha	4	Seler, kawałek cytryny.	1
caipiroska	4	Seler, kawałek cytryny.	1
casinoroyale	5	Udekoruj pomarańczą.	1
castaway	5	Uderkoruj plasterkiem pomarańczy i wisienką koktailową.	1
cocoextasy	7	Udekoruj ananasem.	1
cruelsummer	5	Udekoruj plastrem ananasa.	1
devilinside	5	Udekoruj kawałkiem cytryny.	1
drymartini	6	Ozdób zielonymi oliwkami.	1
dzidzi	1	Udekoruj kieliszek crustą z grenadyny i cukru.	1
eternalflame	6	Udekoruj plasterkiem pomarańczy.	1
eyeofthetiger	7	Udekoruj plasterkiem grapefruita.	1
gangstaparadise	5	Udekoruj pomarańczą i wisienką koktailową.	1
ginfizz	7	Ozdób skórką cytryny.	1
grasshopper	5	Ozdób listkiem mięty.	1
gromwraju	5	Udekoruj cytryną i wisienką koktailową.	1
groundzero	9	Udekoruj pomarańczą, wisienką koktailową oraz miętą.	1
heartbreaker	5	Udekoruj pomarańczą.	1
johnybravo	5	Udekoruj pomarańczą i miechunką.	1
joyride	5	Udekoruj plasterkiem pomarańczy i plasterkiem karamboli.	1
kiwidaiquiri	6	Udekoruj plasterkiem kiwi.	1
labamba	6	Udekoruj owocami.	1
laislabonita	6	Udekoruj plasterkiem cytryny.	1
letsdance	5	Udekoruj cytryną i wisienką koktailową.	1
longislandicetea	4	Plasterek cytryny.	1
margarita	5	Połowa obwódki z solą.	1
margaritatruskawkowa	5	Udekoruj truskawką.	1
mimosa	5	Ozdób twistem skórki pomarańczy.	1
mojitozogorkiemiimbirem	8	Udekoruj plasterkiem ogórka i miętą.	1
mrocznyrycerz	6	Udekoruj plasterkiem pomarańczy.	1
mudslide	1	Polej wnętrze kieliszka syropem czekoladowym	1
mudslide	6	Udekoruj startą czekoladą.	1
nosferatu	7	Udekoruj plasterkiem grapefruita.	1
oceanside	5	Udekoruj pomarańczą i wisienką koktailową.	1
palmbay	5	Udekoruj ananasem.	1
parttimelover	4	Udekoruj połową plasterka pomarańczy.	1
redfruitmojito	9	Udekoruj miętą.	1
renegat	5	Uderkoruj połówką plastra pomarańczy.	1
riverside	5	Udekoruj pomarańczą i wisienką koktailową.	1
runawaytrain	6	Udekoruj pomarańczą.	1
russianspringpunch	8	Ozdób plasterkiem cytryny.	1
satisfaction	5	Udekoruj miechunką.	1
slonecznypatrol	6	Udekoruj plastrem pomarańczy i miętą.	1
smellsliketeenspirit	5	Udekoruj plasterkiem kiwi.	1
smoothcriminal	5	Udekoruj miętą.	1
southpark	5	Udekoruj miechunką i pomarańczą.	1
standbyme	5	Udekoruj plasterkiem pomarańczy.	1
stinger	5	Ozdób gałązką mięty.	1
streetsofphiladelphia	6	Udekoruj twistem z skórki cytryny.	1
sufferingbastard	7	Ozdób plasterkiem pomarańczy.	1
summerjam	6	Udekoruj plasterkiem pomarańczy i truskawką.	1
tearsinheaven	6	Udekoruj pozostałą ćwiartką limonki.	1
thetimeofmylife	5	Udekoruj skórką cytryny i listkami mięty.	1
toysoldier	5	Udekoruj pomarańczą.	1
twoprincess	6	Udekoruj listkami mięty.	1
upiorwoperze	5	Udekoruj pomarańczą, karambolą i wisienką koktailową.	1
viper	5	Udekoruj plasterkiami ananasa i pomarańczy.	1
wakabayashi	5	Udekoru na wierzchu startą czekoladą.	1
walkoflife	6	Udekoruj wisienką koktailową.	1
whiskeysour	7	Ozdób skórką pomarańczy.	1
windofchange	5	Udekoruj pomarańczą i miechunką.	1
zabojczynumer	1	Udekoruj brzeg kieliszka crustą z cukru i soku z cytryny.	1
zartropikow	7	Udekoruj plasterkiem ananasa i pomarańczy.	1
